instance,treewidth,sharpsat_tw,nestHDB,gpusat
90-38-10-q.cnf,13,60.25,15.8094,4.21762
90-38-1-q.cnf,10,60.089999999999996,12.8295,4.20084
90-38-2-q.cnf,9,60.05,11.8468,4.21919
90-38-3-q.cnf,14,60.23,13.3061,4.26915
90-38-4-q.cnf,8,60.11,12.4757,4.07137
90-38-5-q.cnf,11,60.14,16.6554,4.22488
90-38-6-q.cnf,12,60.269999999999996,14.0143,4.33313
90-38-7-q.cnf,12,60.2,11.6455,4.14126
90-38-8-q.cnf,10,60.17,13.7785,4.20492
90-38-9-q.cnf,9,60.05,13.6141,3.82222
90-42-10-q.cnf,15,60.96,16.6723,5.14005
90-42-1-q.cnf,11,60.339999999999996,14.6848,5.62522
90-42-2-q.cnf,9,60.089999999999996,12.8125,4.84318
90-42-3-q.cnf,15,60.21,15.3501,5.21477
90-42-4-q.cnf,14,60.93,16.4781,5.19847
90-42-5-q.cnf,9,60.099999999999994,15.7215,4.90582
90-42-6-q.cnf,11,60.169999999999995,16.5978,5.61243
90-42-7-q.cnf,9,60.14,12.7656,5.1371
90-42-8-q.cnf,17,60.59,12.3626,5.23906
90-42-9-q.cnf,11,60.19,17.6758,5.46999
90-46-10-q.cnf,-,0.0,0.133997,0.00435007
90-46-1-q.cnf,13,60.16,18.2066,6.12929
90-46-2-q.cnf,11,60.27,16.85,6.66553
90-46-3-q.cnf,13,60.2,17.6009,6.55244
90-46-4-q.cnf,12,60.24,16.8342,6.24235
90-46-5-q.cnf,12,60.34,20.6457,6.62542
90-46-6-q.cnf,11,60.24,17.4791,6.84303
90-46-7-q.cnf,11,60.239999999999995,15.1644,6.4528
90-46-8-q.cnf,11,60.260000000000005,19.6856,6.64826
90-46-9-q.cnf,13,60.31,20.085,6.48409
90-50-10-q.cnf,14,61.12,23.0427,8.22535
90-50-1-q.cnf,15,60.839999999999996,21.5977,7.71158
90-50-2-q.cnf,-,0.0,0.161702,0.00449108
90-50-3-q.cnf,11,60.13999999999999,17.462,7.71835
90-50-4-q.cnf,12,60.35,26.3512,7.46827
90-50-5-q.cnf,10,60.379999999999995,17.3924,7.53207
90-50-6-q.cnf,13,60.300000000000004,22.526,7.69933
90-50-7-q.cnf,-,0.0,0.148612,0.00537209
90-50-8-q.cnf,8,60.19,23.8215,7.86703
90-50-9-q.cnf,15,60.57,21.8243,8.13452
brp.pm_14steps_10int_8fract_p1_N=200_MAX=4over.dimacs,-,0.0,0.235397,0.0047561
brp.pm_14steps_10int_8fract_p1_N=200_MAX=4under.dimacs,-,0.0,0.145188,0.00349703
brp.pm_14steps_12int_8fract_p1_N=1000_MAX=4over.dimacs,-,0.0,0.222042,0.00496489
brp.pm_14steps_12int_8fract_p1_N=1000_MAX=4under.dimacs,-,0.0,0.142013,0.00461398
brp.pm_14steps_12int_8fract_p1_N=400_MAX=4over.dimacs,-,0.0,0.143602,0.00537504
brp.pm_14steps_12int_8fract_p1_N=400_MAX=4under.dimacs,-,0.0,0.2243,0.00397708
brp.pm_14steps_12int_8fract_p1_N=600_MAX=4over.dimacs,-,0.0,0.145642,0.0053201
brp.pm_14steps_12int_8fract_p1_N=600_MAX=4under.dimacs,-,0.0,0.22547,0.00544305
brp.pm_14steps_12int_8fract_p1_N=800_MAX=4over.dimacs,-,0.0,0.164855,0.00414505
brp.pm_14steps_12int_8fract_p1_N=800_MAX=4under.dimacs,-,0.0,0.157956,0.00547908
brp.pm_14steps_13int_8fract_p1_N=2000_MAX=4over.dimacs,-,0.0,0.143901,0.00393303
brp.pm_14steps_13int_8fract_p1_N=2000_MAX=4under.dimacs,-,0.0,0.230451,0.00348296
brp.pm_14steps_14int_8fract_p1_N=3000_MAX=4over.dimacs,-,0.0,0.117822,0.00465995
brp.pm_14steps_14int_8fract_p1_N=3000_MAX=4under.dimacs,-,0.0,0.146245,0.00430107
brp.pm_14steps_14int_8fract_p1_N=4000_MAX=4over.dimacs,-,0.0,0.234773,0.005272
brp.pm_14steps_14int_8fract_p1_N=4000_MAX=4under.dimacs,-,0.0,0.145697,0.00435192
brp.pm_14steps_14int_8fract_p1_N=5000_MAX=4over.dimacs,-,0.0,0.232095,0.00380388
brp.pm_14steps_14int_8fract_p1_N=5000_MAX=4under.dimacs,-,0.0,0.118204,0.00446288
brp.pm_14steps_22int_8fract_p1_N=1000000_MAX=4over.dimacs,-,0.0,0.145173,0.00543494
brp.pm_14steps_22int_8fract_p1_N=1000000_MAX=4under.dimacs,-,0.0,0.157394,0.0056371
brp.pm_14steps_22int_8fract_p1_N=100000_MAX=4over.dimacs,-,0.0,0.154354,0.00449202
brp.pm_14steps_22int_8fract_p1_N=100000_MAX=4under.dimacs,-,0.0,0.237441,0.00460192
brp.pm_14steps_22int_8fract_p1_N=10000_MAX=4over.dimacs,-,0.0,0.162859,0.00521309
brp.pm_14steps_22int_8fract_p1_N=10000_MAX=4under.dimacs,-,0.0,0.235791,0.00443694
brp.pm_14steps_26int_8fract_p1_N=10000000_MAX=4over.dimacs,-,0.0,0.23467,0.00476601
brp.pm_14steps_26int_8fract_p1_N=10000000_MAX=4under.dimacs,-,0.0,0.244287,0.00524689
brp.pm_14steps_30int_8fract_p1_N=100000000_MAX=4over.dimacs,-,0.0,0.149899,0.00391195
brp.pm_14steps_30int_8fract_p1_N=100000000_MAX=4under.dimacs,-,0.0,0.245061,0.00445498
brp.pm_14steps_8int_8fract_p1_N=16_MAX=2over.dimacs,11,60.52,169.896,89.3737
brp.pm_14steps_8int_8fract_p1_N=16_MAX=2under.dimacs,10,60.54,177.779,82.0339
brp.pm_14steps_8int_8fract_p1_N=32_MAX=4over.dimacs,-,0.0,0.155753,0.003946
brp.pm_14steps_8int_8fract_p1_N=32_MAX=4under.dimacs,-,0.0,0.129971,0.0054009
brp.pm_14steps_8int_8fract_p1_N=64_MAX=5over.dimacs,11,60.7,141.018,82.6094
brp.pm_14steps_8int_8fract_p1_N=64_MAX=5under.dimacs,10,60.77,145.587,82.8772
crowds_big.pm_15steps_8int_7fract_PCTL_TotalRuns=10_CrowdSize=40over.dimacs,-,0.0,0.22867,0.00497604
crowds_big.pm_15steps_8int_7fract_PCTL_TotalRuns=10_CrowdSize=40under.dimacs,-,0.0,0.234698,0.00521396
crowds_big.pm_15steps_8int_7fract_PCTL_TotalRuns=20_CrowdSize=40over.dimacs,-,0.0,0.158215,0.0054629
crowds_big.pm_15steps_8int_7fract_PCTL_TotalRuns=20_CrowdSize=40under.dimacs,-,0.0,0.234656,0.00390596
crowds_big.pm_15steps_9int_7fract_PCTL_TotalRuns=40_CrowdSize=128over.dimacs,-,RTE,TO,TO
crowds_big.pm_15steps_9int_7fract_PCTL_TotalRuns=40_CrowdSize=128under.dimacs,-,RTE,TO,TO
crowds_big.pm_15steps_9int_7fract_PCTL_TotalRuns=60_CrowdSize=128over.dimacs,-,RTE,TO,TO
crowds_big.pm_15steps_9int_7fract_PCTL_TotalRuns=60_CrowdSize=128under.dimacs,-,RTE,TO,TO
crowds.pm_15steps_8int_7fract_PCTL_TotalRuns=10_CrowdSize=20over.dimacs,-,RTE,TO,TO
crowds.pm_15steps_8int_7fract_PCTL_TotalRuns=10_CrowdSize=20under.dimacs,-,RTE,TO,TO
crowds.pm_15steps_8int_7fract_PCTL_TotalRuns=3_CrowdSize=5over.dimacs,-,RTE,TO,TO
crowds.pm_15steps_8int_7fract_PCTL_TotalRuns=3_CrowdSize=5under.dimacs,-,RTE,TO,TO
crowds.pm_15steps_8int_7fract_PCTL_TotalRuns=6_CrowdSize=10over.dimacs,-,RTE,TO,TO
crowds.pm_15steps_8int_7fract_PCTL_TotalRuns=6_CrowdSize=10under.dimacs,-,RTE,TO,TO
egl.pm_100steps_6int_1fract_unfairA_N=10_L=2over.dimacs,-,0.0,0.165105,0.00541611
egl.pm_100steps_6int_1fract_unfairA_N=10_L=2under.dimacs,-,0.0,0.145602,0.00529711
egl.pm_100steps_6int_1fract_unfairA_N=10_L=4over.dimacs,-,RTE,TO,TO
egl.pm_100steps_6int_1fract_unfairA_N=10_L=4under.dimacs,-,RTE,TO,TO
